Feature,Importance
vix_ma_10,0.13312025632934069
vix_ma_20,0.1321369505661508
vix_return_1d,0.1186188870557727
spy_realized_vol_20d,0.10499008800353751
vix_level,0.09761414470271791
spy_return_3d,0.0973904000818428
spy_return_5d,0.0864056787774102
vix_ma_ratio,0.08445382804504954
volume_ratio,0.0836353750608615
spy_return_1d,0.06163439137731638
